X-acc;Y-acc;Z-acc;label
-9;-7;3880;sliding
-49;161;4477;sliding
-103;198;4102;sliding
-235;403;4045;sliding
-490;684;3200;sliding
-278;959;4691;sliding
-130;1059;3820;sliding
-106;1021;4048;sliding
-150;1099;4407;sliding
-159;1229;4401;sliding
9;1382;4101;sliding
-112;166;4127;sliding
-335;1626;4167;sliding
-220;1267;4104;sliding
-221;1130;4277;sliding
-93;988;4039;sliding
72;967;4340;sliding
-103;750;4112;sliding
-174;457;4249;sliding
-119;165;4195;sliding
-61;-3;4061;sliding
56;172;4745;sliding
129;254;3902;sliding
-67;140;4424;sliding
-121;-437;4186;sliding
112;-731;4242;sliding
316;-857;4345;sliding
275;-1080;4275;sliding
167;-917;4171;sliding
-19;-833;3585;sliding
-331;-987;4239;sliding
-329;-1155;4254;sliding
-215;-1138;4175;sliding
36;-309;4159;sliding
147;-1308;4040;sliding
-123;-943;4259;sliding
-159;-956;4301;sliding
-206;-916;4257;sliding
-93;-853;4127;sliding
-64;-810;4074;sliding
-13;-720;4338;sliding
166;-483;4242;sliding
128;-107;3955;sliding
-20;-162;4080;sliding
-241;-172;4165;sliding
-335;140;4074;sliding
-270;325;4137;sliding
-207;560;4468;sliding
-219;540;3615;sliding
-190;597;4567;sliding
-120;740;3910;sliding
-92;911;4300;sliding
-123;906;2897;sliding
-46;1054;3832;sliding
88;1041;4004;sliding
207;880;4100;sliding
47;82;4158;sliding
-388;992;4142;sliding
-313;1132;4119;sliding
-134;1182;3975;sliding
45;1008;4015;sliding
39;782;3948;sliding
44;901;4168;sliding
-38;793;4526;sliding
-132;440;4398;sliding
1;293;4206;sliding
270;243;4256;sliding
189;216;4093;sliding
-57;168;4633;sliding
-294;-92;4502;sliding
-435;-442;4001;sliding
-335;-1116;4268;sliding
216;-1015;4289;sliding
478;-729;4585;sliding
126;-659;4011;sliding
-407;-919;4127;sliding
-310;-1486;3915;sliding
-117;-1547;4183;sliding
34;-249;4152;sliding
264;-1338;4240;sliding
35;-826;4229;sliding
-230;-872;4521;sliding
-286;-967;4212;sliding
-227;-899;4345;sliding
-131;-847;4132;sliding
X-acc;Y-acc;Z-acc;label
104;-664;4022;sliding
114;-454;4402;sliding
96;-374;3940;sliding
-39;-292;4218;sliding
-124;39;4467;sliding
-16;116;3802;sliding
-220;549;4187;sliding
-267;590;4024;sliding
-312;793;4296;sliding
-243;881;3974;sliding
-89;920;4013;sliding
66;1052;4554;sliding
60;1089;4292;sliding
33;1211;4136;sliding
-3;1330;4143;sliding
-175;1080;4160;sliding
-322;1245;4192;sliding
-150;1071;4067;sliding
95;832;4315;sliding
167;779;3958;sliding
242;928;3905;sliding
-82;883;4487;sliding
-123;301;4035;sliding
-56;154;4515;sliding
16;162;4047;sliding
171;128;4431;sliding
-80;217;4153;sliding
-352;-185;4001;sliding
-244;-667;3917;sliding
-4;-1027;3884;sliding
376;-834;4603;sliding
398;-460;4044;sliding
37;-275;4162;sliding
-530;-526;4275;sliding
-592;-1123;3935;sliding
-260;-1695;4282;sliding
117;-877;4120;sliding
245;-1331;4167;sliding
309;-1253;4152;sliding
-46;-950;4002;sliding
-59;-953;4102;sliding
-62;-1182;4102;sliding
100;-1270;4293;sliding
399;-1241;3698;sliding
658;-972;4278;sliding
705;-377;4104;sliding
240;47;4319;sliding
-218;358;4106;sliding
-898;741;4219;sliding
-1150;1001;4088;sliding
-1198;1094;4406;sliding
-629;1074;4213;sliding
-434;1113;4130;sliding
-121;1126;4225;sliding
173;1073;4370;sliding
254;1107;4069;sliding
308;1008;4143;sliding
-218;380;4168;sliding
-560;1087;4122;sliding
-379;1033;4000;sliding
-208;1079;4114;sliding
-93;1057;4436;sliding
46;1149;4256;sliding
-131;999;4251;sliding
-175;464;4240;sliding
-124;24;4148;sliding
96;290;3686;sliding
454;264;4428;sliding
142;336;4384;sliding
-182;200;4378;sliding
-249;-233;4368;sliding
-141;-826;4280;sliding
389;-1205;4387;sliding
436;-1119;4265;sliding
310;-815;4106;sliding
64;-914;4110;sliding
-251;-1297;4300;sliding
-339;-1452;4269;sliding
-133;-460;4160;sliding
216;-919;4128;sliding
19;-1022;4318;sliding
-149;-853;4322;sliding
-259;-920;4123;sliding
-259;-860;4257;sliding
-164;-821;4355;sliding
-66;-760;3991;sliding
52;-633;4017;sliding
-16;-377;4165;sliding
-1;-112;4227;sliding
-22;-44;3771;sliding
17;-7;4072;sliding
-5;159;4461;sliding
-120;195;4050;sliding
-170;284;3977;sliding
-164;654;4192;sliding
25;778;4419;sliding
112;987;4018;sliding
69;939;3824;sliding
-137;1085;4327;sliding
-192;1078;3908;sliding
X-acc;Y-acc;Z-acc;label
-173;1214;4222;sliding
-84;50;4154;sliding
-18;1733;4191;sliding
-54;1246;4036;sliding
-24;1167;4305;sliding
36;658;3977;sliding
100;553;3878;sliding
220;683;3989;sliding
33;868;3996;sliding
-373;1000;3986;sliding
-826;436;3982;sliding
-729;-266;4418;sliding
-56;-277;3872;sliding
405;-188;3630;sliding
418;97;3976;sliding
-184;145;4416;sliding
-481;-487;4175;sliding
-417;-1139;4389;sliding
117;-1199;4324;sliding
546;-895;4174;sliding
366;-710;4084;sliding
-150;-720;4263;sliding
-352;-1003;4072;sliding
41;-1199;4136;sliding
-72;-535;4148;sliding
-27;-1487;3877;sliding
-31;-1172;3867;sliding
-59;-1056;4135;sliding
69;-838;3826;sliding
-10;-681;4393;sliding
81;-621;4086;sliding
6;-420;4215;sliding
-20;-391;4174;sliding
-181;-126;4457;sliding
-212;63;4111;sliding
-392;276;4248;sliding
-219;335;4037;sliding
-68;624;4056;sliding
15;679;3974;sliding
128;654;4154;sliding
35;716;4137;sliding
-142;798;4279;sliding
-178;887;4423;sliding
-114;997;4079;sliding
4;1162;4124;sliding
-70;114;4098;sliding
-112;1307;4143;sliding
-164;931;4046;sliding
-186;1025;4413;sliding
-180;854;4451;sliding
-5;574;4182;sliding
108;689;4016;sliding
114;699;4202;sliding
-251;941;4461;sliding
-592;666;4491;sliding
-441;-172;4137;sliding
21;-506;4242;sliding
615;-418;4136;sliding
675;-59;3955;sliding
294;102;4498;sliding
-551;-365;3954;sliding
-506;-749;4249;sliding
-164;-969;3898;sliding
327;-908;4273;sliding
348;-656;3915;sliding
-131;-778;3966;sliding
-355;-1229;4211;sliding
30;-666;4160;sliding
14;-1238;4195;sliding
12;-1358;4247;sliding
-56;-1070;4001;sliding
-32;-752;4476;sliding
-12;-823;4083;sliding
-4;-898;3997;sliding
-30;-681;4279;sliding
-11;-459;4275;sliding
-4;-74;3954;sliding
-27;140;4275;sliding
146;349;4025;sliding
-86;382;4074;sliding
-351;461;4326;sliding
-252;541;4033;sliding
-199;644;3772;sliding
75;879;4092;sliding
107;997;3931;sliding
-75;1200;4211;sliding
-175;1176;4087;sliding
-268;1019;4083;sliding
-132;737;4171;sliding
-151;1050;4139;sliding
-184;957;4078;sliding
-105;971;4390;sliding
93;694;4130;sliding
164;679;4089;sliding
79;570;3994;sliding
8;364;4496;sliding
-234;608;4143;sliding
-356;252;3871;sliding
-104;-10;4471;sliding
118;54;4023;sliding
X-acc;Y-acc;Z-acc;label
115;239;4308;sliding
-142;271;4266;sliding
-272;38;4145;sliding
-319;-718;4071;sliding
98;-1051;4038;sliding
331;-861;4256;sliding
291;-615;4118;sliding
-134;-716;4488;sliding
-369;-1043;4269;sliding
-330;-1360;4065;sliding
-78;-1039;4127;sliding
34;-770;4145;sliding
130;-1282;4191;sliding
-100;-868;3950;sliding
-134;-990;3732;sliding
-206;-993;4130;sliding
-108;-898;4808;sliding
269;-725;4224;sliding
549;-482;4232;sliding
400;-453;4438;sliding
10;-272;4432;sliding
-454;-217;4150;sliding
-505;84;4070;sliding
-261;289;3880;sliding
-52;444;4259;sliding
-1;608;4207;sliding
-244;662;4265;sliding
-365;594;3915;sliding
-277;746;4349;sliding
-171;736;4110;sliding
-159;886;4000;sliding
-5;1045;4395;sliding
125;1211;4229;sliding
98;1329;4151;sliding
-259;763;4162;sliding
-647;1408;4270;sliding
-508;1255;3977;sliding
11;849;4346;sliding
408;560;4445;sliding
474;727;3938;sliding
275;855;4371;sliding
-179;689;3919;sliding
-420;246;4351;sliding
-107;-363;4347;sliding
375;-137;4128;sliding
510;140;4508;sliding
276;355;4342;sliding
-486;-32;4416;sliding
-578;-542;4254;sliding
-244;-1011;4599;sliding
52;-917;4516;sliding
32;-634;4652;sliding
-185;-842;3981;sliding
-265;-1410;4358;sliding
-93;-1594;4222;sliding
-46;-33;4195;sliding
36;-1812;4150;sliding
108;-1211;3843;sliding
-160;-772;4464;sliding
-176;-868;4155;sliding
-101;-872;4181;sliding
-70;-868;4276;sliding
-48;-624;4412;sliding
17;-358;3956;sliding
52;-79;3952;sliding
95;103;3922;sliding
-7;184;4495;sliding
-104;1;4477;sliding
-182;238;4478;sliding
-125;349;3957;sliding
-157;635;4323;sliding
-66;794;4481;sliding
48;946;4082;sliding
-11;1067;4137;sliding
-117;1012;4139;sliding
-295;1215;4322;sliding
-265;1297;4107;sliding
-157;318;4149;sliding
-509;1730;4073;sliding
-549;1295;4216;sliding
-237;1072;4196;sliding
138;804;4145;sliding
330;766;3824;sliding
321;866;4388;sliding
28;799;4478;sliding
-459;332;4435;sliding
-238;-345;3680;sliding
432;-244;4058;sliding
545;133;4297;sliding
338;336;4089;sliding
-285;231;4444;sliding
-469;-376;3973;sliding
-90;-784;4070;sliding
-24;-571;4006;sliding
132;-503;4204;sliding
-212;-582;3926;sliding
-429;-1123;3997;sliding
-82;-1620;4057;sliding
-50;-1456;3866;sliding
-212;-1121;4136;sliding
X-acc;Y-acc;Z-acc;label
32;-614;4121;sliding
71;-1667;4250;sliding
-266;-1044;4137;sliding
-269;-1239;3800;sliding
-265;-1173;3887;sliding
-217;-1029;4131;sliding
16;-754;4309;sliding
248;-344;4069;sliding
197;-253;4203;sliding
102;-137;4032;sliding
-74;174;4371;sliding
-126;221;4009;sliding
-111;313;3730;sliding
-165;620;4266;sliding
-95;753;4378;sliding
-68;848;4063;sliding
0;1022;4005;sliding
-105;1127;4252;sliding
-133;1092;4140;sliding
-125;1120;4071;sliding
-163;1235;4121;sliding
-72;326;4164;sliding
-173;1269;4229;sliding
-108;1112;3876;sliding
-57;899;4264;sliding
26;741;4312;sliding
29;734;4172;sliding
-51;741;3719;sliding
-377;851;4352;sliding
-362;472;4324;sliding
-173;-238;3997;sliding
131;-379;3995;sliding
498;-181;4122;sliding
338;48;3846;sliding
-130;30;4390;sliding
-390;-223;4158;sliding
-327;-753;4124;sliding
14;-936;3863;sliding
165;-757;4106;sliding
2;-696;4067;sliding
-241;-1072;3929;sliding
-92;-1380;4112;sliding
-35;-74;4176;sliding
72;-1667;4101;sliding
120;-1240;4403;sliding
-77;-988;4062;sliding
-223;-939;4313;sliding
-166;-854;3933;sliding
-216;-836;4017;sliding
-111;-539;4367;sliding
-21;-334;4126;sliding
58;-47;4186;sliding
143;86;4338;sliding
67;78;4120;sliding
-177;41;4065;sliding
-240;325;4351;sliding
-83;450;4191;sliding
-3;678;4346;sliding
95;814;3960;sliding
-82;994;3959;sliding
-201;894;4329;sliding
-186;1054;3997;sliding
-207;1082;4255;sliding
-57;1205;4216;sliding
-108;100;4161;sliding
-295;1464;4165;sliding
-94;1123;4152;sliding
50;1066;4480;sliding
59;963;4078;sliding
31;719;4242;sliding
67;461;4017;sliding
-94;485;4230;sliding
80;334;4359;sliding
60;407;4091;sliding
30;159;3831;sliding
20;114;4340;sliding
17;-180;4301;sliding
13;-295;4568;sliding
-64;-459;3739;sliding
-234;-270;4060;sliding
-96;-621;4206;sliding
-107;-512;4469;sliding
-342;-786;4101;sliding
-159;-1064;4456;sliding
-216;-1361;4250;sliding
-186;-1423;4186;sliding
-54;-57;4167;sliding
236;-1382;4121;sliding
14;-1221;3981;sliding
-246;-981;4772;sliding
-227;-1006;4159;sliding
-186;-925;4494;sliding
1;-795;4208;sliding
-35;-548;4099;sliding
19;-343;3926;sliding
-52;-203;4126;sliding
-181;-190;4059;sliding
-157;4;4088;sliding
-89;223;4176;sliding
-108;311;3909;sliding
X-acc;Y-acc;Z-acc;label
-197;569;4383;sliding
-160;798;3860;sliding
-43;907;4134;sliding
85;892;4139;sliding
64;856;4172;sliding
159;934;4170;sliding
85;1076;4346;sliding
-42;1196;4255;sliding
-88;104;4049;sliding
-98;1474;4138;sliding
-213;1219;4060;sliding
-85;1191;3816;sliding
106;907;4291;sliding
-120;899;4066;sliding
-139;875;3955;sliding
-433;637;4184;sliding
-383;61;4261;sliding
34;-288;4488;sliding
305;-56;4421;sliding
446;232;3981;sliding
165;115;4142;sliding
-254;-378;3867;sliding
-279;-782;4321;sliding
-105;-820;4301;sliding
226;-698;4039;sliding
107;-353;4032;sliding
-95;-342;3640;sliding
-204;-962;4047;sliding
-211;-1331;3846;sliding
-71;-1383;4184;sliding
-34;-103;4156;sliding
197;-1458;4116;sliding
-51;-1125;4052;sliding
-276;-997;4376;sliding
-117;-1338;3919;sliding
-1;-1002;4279;sliding
193;-745;3770;sliding
193;-467;4303;sliding
0;-196;4134;sliding
-151;78;4364;sliding
-145;180;4346;sliding
-60;42;4232;sliding
-150;21;4182;sliding
-286;330;4242;sliding
-108;505;4507;sliding
-186;700;4443;sliding
-160;949;4355;sliding
-223;1119;4091;sliding
-164;1183;4076;sliding
-44;1333;4050;sliding
128;1329;4273;sliding
-125;221;4189;sliding
-236;1392;4369;sliding
-81;1075;4214;sliding
123;972;3988;sliding
235;921;4329;sliding
305;1046;3898;sliding
-140;991;4284;sliding
-523;584;4018;sliding
-463;5;4197;sliding
-111;-138;3824;sliding
57;89;4228;sliding
35;198;4656;sliding
-233;218;4224;sliding
-330;-211;4180;sliding
-162;-950;3865;sliding
170;-1046;3845;sliding
442;-917;4200;sliding
326;-615;4171;sliding
-140;-427;3749;sliding
-588;-1006;4473;sliding
-215;-1607;4597;sliding
397;-699;4181;sliding
-61;-1447;4149;sliding
53;-1201;4055;sliding
-10;-1009;4130;sliding
-93;-936;4256;sliding
-12;-766;4184;sliding
-12;-619;4169;sliding
-2;-575;3939;sliding
-44;-357;3847;sliding
-54;-189;4154;sliding
-38;-190;3935;sliding
26;-126;3721;sliding
-37;-45;4225;sliding
-188;-30;4251;sliding
-130;239;4326;sliding
-86;482;4235;sliding
-108;544;4100;sliding
-106;620;4104;sliding
-101;679;4172;sliding
-146;850;4107;sliding
-186;935;4093;sliding
-203;889;4136;sliding
-58;956;4128;sliding
94;1049;4151;sliding
-53;70;4161;sliding
-331;1390;4129;sliding
-357;991;4118;sliding
-163;1133;4104;sliding
X-acc;Y-acc;Z-acc;label
47;1023;4024;sliding
196;893;3857;sliding
69;955;3961;sliding
-278;982;4745;sliding
-353;218;4091;sliding
-114;-262;4416;sliding
431;-174;4013;sliding
543;83;4248;sliding
207;380;4351;sliding
-308;282;4238;sliding
-473;-418;4429;sliding
-304;-1075;4065;sliding
110;-1021;4023;sliding
334;-1036;4072;sliding
60;-1014;4579;sliding
-127;-1474;4112;sliding
-157;-1466;4127;sliding
38;-174;4167;sliding
359;-1524;4171;sliding
-11;-816;4213;sliding
-114;-778;4192;sliding
-214;-708;4292;sliding
-208;-747;4122;sliding
-182;-569;4048;sliding
-164;-438;4113;sliding
-59;-155;4136;sliding
-8;-31;4330;sliding
-7;39;4476;sliding
-18;182;3848;sliding
-149;336;3944;sliding
-195;350;4297;sliding
-170;443;4114;sliding
-122;585;4172;sliding
65;608;4261;sliding
143;725;4320;sliding
70;581;4495;sliding
-18;638;4033;sliding
-192;807;3918;sliding
-335;982;4167;sliding
-83;58;4143;sliding
-289;1127;4185;sliding
-200;847;4064;sliding
-159;910;4315;sliding
-37;799;4353;sliding
65;718;4427;sliding
60;761;4186;sliding
75;704;4416;sliding
-63;480;4025;sliding
-94;276;3735;sliding
33;144;4073;sliding
67;239;4296;sliding
0;249;3762;sliding
-198;20;4377;sliding
-133;-303;4192;sliding
-63;-789;4394;sliding
44;-798;4022;sliding
116;-704;3884;sliding
-283;-798;3789;sliding
-299;-933;4031;sliding
-34;-1467;4239;sliding
151;-1361;4143;sliding
75;-549;4207;sliding
-15;-902;4010;sliding
-206;-792;4201;sliding
-295;-886;4122;sliding
-175;-955;4234;sliding
-35;-874;4082;sliding
130;-682;4186;sliding
160;-344;4299;sliding
120;-233;4224;sliding
-39;-89;4162;sliding
-169;-57;4438;sliding
-233;-137;4504;sliding
-181;131;4600;sliding
-69;328;3833;sliding
-80;308;4043;sliding
-49;407;3991;sliding
-67;478;4038;sliding
-68;590;3935;sliding
-35;784;4091;sliding
49;795;4153;sliding
-40;681;4194;sliding
-40;672;4112;sliding
-62;808;3965;sliding
-126;921;4118;sliding
-52;210;4149;sliding
-185;1064;4145;sliding
-318;913;4167;sliding
-319;979;4206;sliding
-116;756;3745;sliding
87;631;4271;sliding
135;963;4052;sliding
-19;872;3912;sliding
-183;659;4113;sliding
-286;-4;3970;sliding
9;-168;3842;sliding
351;59;4086;sliding
228;191;4170;sliding
-203;458;4318;sliding
-541;-420;4063;sliding
X-acc;Y-acc;Z-acc;label
-402;-925;4121;sliding
-88;-1041;3981;sliding
201;-844;3958;sliding
153;-646;4278;sliding
63;-549;4230;sliding
9;-1050;4144;sliding
-35;-1414;3929;sliding
-60;-36;4146;sliding
230;-1682;4083;sliding
183;-912;4131;sliding
4;-768;4034;sliding
-200;-850;3620;sliding
-326;-793;4297;sliding
-105;-622;4142;sliding
47;-331;4653;sliding
144;-235;4310;sliding
68;21;4302;sliding
64;46;4086;sliding
-137;44;4151;sliding
-187;62;4218;sliding
-201;67;4306;sliding
-59;71;3807;sliding
4;211;4353;sliding
61;378;4267;sliding
30;431;4033;sliding
-116;584;4327;sliding
-90;657;4019;sliding
-149;758;4062;sliding
-175;906;3685;sliding
-159;1137;4310;sliding
-325;1035;4154;sliding
-33;1289;4204;sliding
-269;1358;4328;sliding
-299;1330;4460;sliding
-145;1110;4064;sliding
57;861;4213;sliding
60;497;4234;sliding
116;338;4288;sliding
385;94;4010;sliding
488;214;3404;sliding
44;271;4109;sliding
-432;130;4234;sliding
-634;-119;4258;sliding
-383;-561;4288;sliding
-1;-779;4130;sliding
-1;-555;4086;sliding
-83;-374;4001;sliding
-336;-594;4093;sliding
-215;-1154;4254;sliding
71;-1381;4070;sliding
265;-1357;4220;sliding
-47;-23;4154;sliding
20;-1314;4143;sliding
-12;-923;4213;sliding
-103;-922;4149;sliding
-157;-917;4515;sliding
-35;-879;4030;sliding
77;-673;4597;sliding
153;-606;4120;sliding
75;-362;4106;sliding
-30;-152;4211;sliding
-245;-121;3797;sliding
-308;69;4565;sliding
-338;87;3877;sliding
-131;279;4009;sliding
-13;350;3975;sliding
-147;529;4040;sliding
-220;555;4143;sliding
-94;662;4355;sliding
-47;774;4001;sliding
22;863;4124;sliding
139;891;4543;sliding
25;979;4262;sliding
-46;1044;4190;sliding
-76;64;4157;sliding
-231;1127;4146;sliding
-154;758;4248;sliding
14;849;4434;sliding
187;968;4052;sliding
101;677;4322;sliding
-35;687;4167;sliding
-42;592;4333;sliding
-174;576;4304;sliding
-242;508;4329;sliding
-376;373;4436;sliding
-105;87;3942;sliding
113;47;4220;sliding
178;214;4406;sliding
175;197;4157;sliding
-342;89;3956;sliding
-383;-462;4267;sliding
-296;-946;4485;sliding
53;-1101;4237;sliding
220;-885;4461;sliding
119;-797;4265;sliding
-136;-940;4015;sliding
-179;-1161;4171;sliding
-49;-1189;4194;sliding
-18;-117;4165;sliding
156;-1202;4208;sliding
X-acc;Y-acc;Z-acc;label
80;-919;4058;sliding
-1;-1147;3904;sliding
-59;-988;3868;sliding
-96;-923;4244;sliding
-9;-804;4314;sliding
69;-533;3899;sliding
62;-83;3884;sliding
65;-70;4521;sliding
-138;-127;3933;sliding
-201;-36;3970;sliding
-210;134;4095;sliding
-193;218;4260;sliding
-38;587;4303;sliding
-207;911;4376;sliding
-302;885;4050;sliding
-274;887;4153;sliding
-213;795;4091;sliding
-159;846;4222;sliding
14;922;4064;sliding
134;1093;4115;sliding
-115;135;4142;sliding
-312;1417;4128;sliding
-381;945;4063;sliding
-244;765;4109;sliding
211;458;4154;sliding
331;571;4203;sliding
441;768;4168;sliding
235;1056;4107;sliding
-242;690;4295;sliding
-409;121;4000;sliding
-238;-383;4137;sliding
237;-90;3871;sliding
382;293;4097;sliding
9;600;4164;sliding
-486;65;3929;sliding
-480;-440;4431;sliding
-290;-907;4040;sliding
-19;-726;4419;sliding
235;-742;4142;sliding
-72;-1243;3778;sliding
-73;-1601;4202;sliding
53;-1390;4098;sliding
-9;-236;4109;sliding
74;-1457;4125;sliding
-85;-953;4101;sliding
-327;-808;4026;sliding
-426;-991;3948;sliding
-301;-787;4318;sliding
-83;-578;4575;sliding
183;-356;4145;sliding
171;-19;4221;sliding
39;248;3847;sliding
-70;315;4109;sliding
-206;247;3947;sliding
-174;209;4858;sliding
-183;278;3955;sliding
-97;361;3699;sliding
37;398;4166;sliding
107;549;3764;sliding
137;726;4365;sliding
78;821;4293;sliding
41;887;4466;sliding
-28;849;3965;sliding
-100;1028;4275;sliding
-72;47;4145;sliding
-188;1300;4138;sliding
-241;928;4140;sliding
-81;996;4056;sliding
137;696;4190;sliding
170;632;3989;sliding
91;647;3934;sliding
-172;780;3985;sliding
-378;626;3677;sliding
-179;249;4004;sliding
-122;272;3955;sliding
-106;199;4197;sliding
-101;-88;4394;sliding
-165;-399;4095;sliding
-84;-833;3852;sliding
38;-873;3959;sliding
148;-810;4290;sliding
147;-746;4242;sliding
-27;-825;4101;sliding
-81;-1118;4016;sliding
-194;-1146;4151;sliding
38;-229;4152;sliding
157;-1410;4015;sliding
-62;-953;4213;sliding
-130;-881;4051;sliding
-123;-759;4098;sliding
-49;-772;4460;sliding
102;-679;4226;sliding
227;-671;3823;sliding
169;-340;4028;sliding
108;-191;4229;sliding
-131;-196;3717;sliding
-155;-163;4216;sliding
-197;352;3673;sliding
-213;439;3960;sliding
-257;745;3882;sliding
X-acc;Y-acc;Z-acc;label
-166;878;4174;sliding
-146;903;4209;sliding
25;1096;4212;sliding
-12;1038;4163;sliding
-126;1126;4185;sliding
-255;1262;4135;sliding
-95;194;4153;sliding
-290;1493;4062;sliding
-98;900;4307;sliding
158;851;4105;sliding
245;700;4259;sliding
200;889;3996;sliding
42;1120;4340;sliding
-183;891;4176;sliding
-482;310;4240;sliding
-142;228;4333;sliding
96;353;4476;sliding
24;234;3834;sliding
-291;61;4257;sliding
-312;-173;4204;sliding
-183;-723;4113;sliding
57;-1267;3850;sliding
260;-1276;3933;sliding
259;-1341;3903;sliding
3;-1417;3932;sliding
-193;-1481;4175;sliding
-71;-72;4147;sliding
210;-1372;4152;sliding
39;-1219;4290;sliding
-39;-1110;3816;sliding
-63;-872;4075;sliding
-84;-832;4051;sliding
-124;-672;4147;sliding
-69;-635;3972;sliding
-104;-344;4267;sliding
-64;-134;4287;sliding
44;-92;4002;sliding
-177;79;4349;sliding
-458;170;4053;sliding
-425;351;4067;sliding
-360;693;4358;sliding
-140;974;4200;sliding
21;933;3684;sliding
-76;1071;4167;sliding
-26;1001;4002;sliding
59;1161;4094;sliding
230;1158;4171;sliding
-110;198;4155;sliding
-287;1164;4138;sliding
-33;857;3982;sliding
142;911;4480;sliding
144;1068;4054;sliding
154;968;4013;sliding
139;732;4489;sliding
93;640;3870;sliding
-9;703;3942;sliding
-232;617;4158;sliding
-422;143;3791;sliding
-147;-244;3741;sliding
48;-355;4181;sliding
235;-662;4434;sliding
83;-639;3683;sliding
-196;-700;4526;sliding
-229;-1277;4331;sliding
-39;-1419;4063;sliding
133;-1308;4199;sliding
-161;-908;4177;sliding
-221;-123;4136;sliding
95;-889;4105;sliding
-79;-898;4152;sliding
-220;-1124;4294;sliding
-89;-879;4367;sliding
-12;-533;4163;sliding
26;-411;4371;sliding
-135;-425;4315;sliding
-73;-369;4388;sliding
-126;-207;4018;sliding
-66;56;4166;sliding
-27;198;4020;sliding
59;282;4622;sliding
40;377;4272;sliding
-67;352;4235;sliding
-102;218;4153;sliding
-5;359;3896;sliding
-20;476;4510;sliding
-136;536;4417;sliding
-209;517;4039;sliding
-151;629;3800;sliding
-192;846;4123;sliding
-167;1090;4147;sliding
-57;97;4152;sliding
-389;1564;4137;sliding
-563;1287;4022;sliding
-580;1248;4480;sliding
-23;663;4669;sliding
369;514;4452;sliding
455;624;3897;sliding
259;705;4663;sliding
-323;580;3980;sliding
-26;-233;4446;sliding
X-acc;Y-acc;Z-acc;label
47;-205;4283;sliding
393;47;3927;sliding
395;101;4052;sliding
114;157;3753;sliding
-247;-291;3808;sliding
-53;-655;3718;sliding
95;-668;4201;sliding
228;-618;4285;sliding
18;-676;3993;sliding
-265;-670;4094;sliding
-397;-739;4108;sliding
-435;-1064;4447;sliding
-217;-1081;4091;sliding
-59;-50;4144;sliding
-77;-1092;4157;sliding
-111;-957;4269;sliding
-176;-852;3951;sliding
-167;-870;4639;sliding
-12;-872;4072;sliding
68;-570;4392;sliding
68;-538;4193;sliding
70;-567;3964;sliding
51;-483;3966;sliding
136;-369;4467;sliding
69;-391;4510;sliding
-19;-294;3948;sliding
53;-213;3984;sliding
50;291;4073;sliding
-78;973;4361;sliding
-470;1147;4588;sliding
-559;1069;4173;sliding
-490;1244;4454;sliding
-369;1318;4012;sliding
-99;1292;3890;sliding
346;1207;4253;sliding
-218;716;4169;sliding
-344;1430;4257;sliding
-304;1174;4055;sliding
-128;1030;4009;sliding
173;893;4533;sliding
499;825;3911;sliding
318;758;4341;sliding
126;529;4172;sliding
54;208;4458;sliding
-85;16;4399;sliding
-102;-264;4421;sliding
69;-517;3902;sliding
179;-247;4534;sliding
-29;-94;3760;sliding
-782;-523;4514;sliding
-693;-930;4249;sliding
-152;-1615;4133;sliding
378;-1479;4204;sliding
136;-1162;4144;sliding
-291;-771;4148;sliding
-86;-334;4142;sliding
-161;-910;4144;sliding
-112;-1163;4243;sliding
-71;-973;4095;sliding
-137;-780;4196;sliding
-145;-669;4483;sliding
-49;-481;4264;sliding
105;-365;3839;sliding
144;-179;4135;sliding
-13;21;4129;sliding
-95;39;4325;sliding
78;258;4301;sliding
-111;349;4200;sliding
-246;328;3902;sliding
-17;535;4017;sliding
34;701;4308;sliding
-27;912;4063;sliding
-37;1030;3789;sliding
-29;1115;4077;sliding
-123;1220;4142;sliding
-68;71;4141;sliding
-328;1251;4109;sliding
-291;683;4293;sliding
-141;545;4102;sliding
217;375;4555;sliding
207;440;4361;sliding
120;575;4161;sliding
-155;760;4013;sliding
-307;632;4133;sliding
-159;229;4044;sliding
-60;114;3880;sliding
32;134;4591;sliding
-63;298;3902;sliding
-102;-126;4047;sliding
-165;-237;4472;sliding
-78;-408;4289;sliding
-152;-549;3980;sliding
-180;-632;4358;sliding
-211;-788;3594;sliding
-4;-1220;4254;sliding
272;-1542;4187;sliding
-46;-115;4147;sliding
133;-1520;3985;sliding
68;-1053;4394;sliding
-123;-1028;3969;sliding
X-acc;Y-acc;Z-acc;label
-135;-825;4462;sliding
-53;-798;3806;sliding
-38;-499;4230;sliding
61;-173;4021;sliding
126;49;4355;sliding
134;134;4438;sliding
136;101;4335;sliding
44;-20;3587;sliding
-172;32;4485;sliding
-351;271;4465;sliding
-419;469;4080;sliding
-340;629;3901;sliding
-87;668;4019;sliding
-17;842;3983;sliding
-73;884;4156;sliding
-91;814;4546;sliding
-33;889;4443;sliding
-24;788;4117;sliding
-73;66;4135;sliding
-212;1205;4186;sliding
-137;871;4112;sliding
16;757;4096;sliding
173;677;4289;sliding
185;539;4309;sliding
49;583;4584;sliding
-22;727;4349;sliding
-257;602;4315;sliding
-367;337;4224;sliding
-271;78;4332;sliding
-188;2;3721;sliding
8;-250;3634;sliding
